법정동코드	법정동명	폐지여부
4717032000	안동시 북후면	존재
4717032021	안동시 북후면 옹천리	존재
4717032022	안동시 북후면 장기리	존재
4717032023	안동시 북후면 도촌리	존재
4717032024	안동시 북후면 오산리	존재
4717032025	안동시 북후면 도진리	존재
4717032026	안동시 북후면 물한리	존재
4717032027	안동시 북후면 연곡리	존재
4717032028	안동시 북후면 두산리	존재
4717032029	안동시 북후면 신전리	존재
4717032030	안동시 북후면 월전리	존재
4717032031	안동시 북후면 석탑리	존재
4717032032	안동시 북후면 대현리	존재
4717033000	안동시 서후면	존재
4717033021	안동시 서후면 광평리	존재
4717033022	안동시 서후면 저전리	존재
4717033023	안동시 서후면 태장리	존재
4717033024	안동시 서후면 이송천리	존재
4717033025	안동시 서후면 금계리	존재
4717033026	안동시 서후면 성곡리	존재
4717033027	안동시 서후면 이개리	존재
4717033028	안동시 서후면 교리	존재
4717033029	안동시 서후면 명리	존재
4717033030	안동시 서후면 대두서리	존재
4717033031	안동시 서후면 자품리	폐지
4717033032	안동시 서후면 재품리	존재
4717034000	안동시 풍천면	존재
4717034021	안동시 풍천면 갈전리	존재
4717034022	안동시 풍천면 도양리	존재
4717034023	안동시 풍천면 구담리	존재
4717034024	안동시 풍천면 광덕리	존재
4717034025	안동시 풍천면 기산리	존재
4717034026	안동시 풍천면 신성리	존재
4717034027	안동시 풍천면 금계리	존재
4717034028	안동시 풍천면 구호리	존재
4717034029	안동시 풍천면 어담리	존재
4717034030	안동시 풍천면 인금리	존재
4717034031	안동시 풍천면 가곡리	존재
4717034032	안동시 풍천면 병산리	존재
4717034033	안동시 풍천면 하회리	존재
4717035000	안동시 일직면	존재
4717035021	안동시 일직면 귀미리	존재
4717035022	안동시 일직면 구천리	존재
4717035023	안동시 일직면 망호리	존재
4717035024	안동시 일직면 원리	존재
4717035025	안동시 일직면 광연리	존재
4717035026	안동시 일직면 명진리	존재
4717035027	안동시 일직면 평팔리	존재
4717035028	안동시 일직면 용각리	존재
4717035029	안동시 일직면 국곡리	존재
4717035030	안동시 일직면 조탑리	존재
4717035031	안동시 일직면 송리리	존재
4717035032	안동시 일직면 원호리	존재
4717035033	안동시 일직면 운산리	존재
4717036000	안동시 남후면	존재
4717036021	안동시 남후면 광음리	존재
4717036022	안동시 남후면 무릉리	존재
4717036023	안동시 남후면 개곡리	존재
4717036024	안동시 남후면 검암리	존재
4717036025	안동시 남후면 고하리	존재
4717036026	안동시 남후면 고상리	존재
4717036027	안동시 남후면 상아리	존재
4717036028	안동시 남후면 하아리	존재
4717036029	안동시 남후면 단호리	존재
4717037000	안동시 남선면	존재
4717037021	안동시 남선면 이천리	존재
4717037022	안동시 남선면 신석리	존재
4717037023	안동시 남선면 구미리	존재
4717037024	안동시 남선면 신흥리	존재
4717037025	안동시 남선면 도로리	존재
4717037026	안동시 남선면 현내리	존재
4717037027	안동시 남선면 원림리	존재
4717037028	안동시 남선면 외하리	존재
4717038000	안동시 임하면	존재
4717038001	안동시 임하면 사의리	폐지
4717038021	안동시 임하면 임하리	존재
4717038022	안동시 임하면 천전리	존재
4717038023	안동시 임하면 추목리	존재
4717038024	안동시 임하면 신덕리	존재
4717038025	안동시 임하면 금소리	존재
4717038026	안동시 임하면 고곡리	존재
4717038027	안동시 임하면 오대리	존재
4717038028	안동시 임하면 노산리	존재
4717039000	안동시 길안면	존재
4717039021	안동시 길안면 천지리	존재
4717039022	안동시 길안면 만음리	존재
4717039023	안동시 길안면 백자리	존재
4717039024	안동시 길안면 금곡리	존재
4717039025	안동시 길안면 송사리	존재
4717039026	안동시 길안면 대사리	존재
4717039027	안동시 길안면 고란리	존재
4717039028	안동시 길안면 묵계리	존재
4717039029	안동시 길안면 구수리	존재
4717039030	안동시 길안면 배방리	존재
4717039031	안동시 길안면 용계리	존재
4717039032	안동시 길안면 대곡리	존재
4717039033	안동시 길안면 현하리	존재
4717040000	안동시 임동면	존재
4717040001	안동시 임동면 지례리	폐지
4717040021	안동시 임동면 중평리	존재
4717040022	안동시 임동면 수곡리	존재
4717040023	안동시 임동면 고천리	존재
4717040024	안동시 임동면 갈전리	존재
4717040025	안동시 임동면 마령리	존재
4717040026	안동시 임동면 위리	존재
4717040027	안동시 임동면 대곡리	존재
4717040028	안동시 임동면 박곡리	존재
4717040029	안동시 임동면 마리	존재
4717040030	안동시 임동면 사월리	존재
4717040031	안동시 임동면 지리	존재
4717040032	안동시 임동면 망천리	존재
4717041000	안동시 예안면	존재
4717041021	안동시 예안면 천전리	존재
4717041022	안동시 예안면 부포리	존재
4717041023	안동시 예안면 귀단리	존재
4717041024	안동시 예안면 태곡리	존재
4717041025	안동시 예안면 인계리	존재
4717041026	안동시 예안면 삼계리	존재
4717041027	안동시 예안면 도촌리	존재
4717041028	안동시 예안면 동천리	존재
4717041029	안동시 예안면 신남리	존재
4717041030	안동시 예안면 기사리	존재
4717041031	안동시 예안면 도목리	존재
4717041032	안동시 예안면 주진리	존재
4717041033	안동시 예안면 계곡리	존재
4717041034	안동시 예안면 정산리	존재
4717041035	안동시 예안면 구룡리	존재
4717041036	안동시 예안면 미질리	존재
4717042000	안동시 도산면	존재
4717042021	안동시 도산면 토계리	존재
4717042022	안동시 도산면 분천리	존재
4717042023	안동시 도산면 의촌리	존재
4717042024	안동시 도산면 원천리	존재
4717042025	안동시 도산면 단천리	존재
4717042026	안동시 도산면 가송리	존재
4717042027	안동시 도산면 태자리	존재
4717042028	안동시 도산면 온혜리	존재
4717042029	안동시 도산면 운곡리	존재
4717042030	안동시 도산면 의일리	존재
4717042031	안동시 도산면 동부리	존재
4717042032	안동시 도산면 서부리	존재
4717042033	안동시 도산면 선양리	존재
4717043000	안동시 녹전면	존재
4717043021	안동시 녹전면 신평리	존재
4717043022	안동시 녹전면 갈현리	존재
4717043023	안동시 녹전면 매정리	존재
4717043024	안동시 녹전면 원천리	존재
4717043025	안동시 녹전면 사천리	존재
4717043026	안동시 녹전면 녹래리	존재
4717043027	안동시 녹전면 죽송리	존재
4717043028	안동시 녹전면 구송리	존재
4717043029	안동시 녹전면 사신리	존재
4717043030	안동시 녹전면 서삼리	존재
4717090100	안동시 중구동	폐지
4717090200	안동시 옥율동	폐지
4717090300	안동시 신흥동	폐지
4717090400	안동시 용성동	폐지
4717090500	안동시 동남동	폐지
4717090600	안동시 대흥동	폐지
4717090700	안동시 대신동	폐지
4717090800	안동시 송하동	폐지
4717090900	안동시 강남동	폐지
4719000000	구미시	존재
4719010100	구미시 원평동	존재
4719010200	구미시 지산동	존재
4719010300	구미시 도량동	존재
4719010400	구미시 봉곡동	존재
4719010500	구미시 부곡동	존재
4719010600	구미시 선기동	존재
4719010700	구미시 수점동	존재
4719010800	구미시 남통동	존재
4719010900	구미시 형곡동	존재
4719011000	구미시 송정동	존재
4719011100	구미시 신평동	존재
4719011200	구미시 비산동	존재
4719011300	구미시 공단동	존재
4719011400	구미시 광평동	존재
4719011500	구미시 사곡동	존재
4719011600	구미시 상모동	존재
4719011700	구미시 임은동	존재
4719011800	구미시 오태동	존재
4719011900	구미시 신동	존재
